City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,rauma,61.1272,21.5113,6.02,97,100,7.37,FI,1712498784
362,claudio,-20.4433,-44.7658,24.71,67,0,2.18,BR,1712498580
363,midvagur,62.0511,-7.1939,7.46,87,100,12.86,FO,1712498786
364,mogadishu,2.0371,45.3438,30.93,79,20,5.14,SO,1712498786
365,zaozersk,69.4005,32.4476,-3.7,85,100,2.93,RU,1712498787
366,jurilovca,44.7667,28.8667,18.05,77,20,3.36,RO,1712498788
367,kisanga,-7.4362,37.7034,27.88,88,100,1.14,TZ,1712498788
368,utrik,11.2278,169.8474,26.78,79,100,9.59,MH,1712498789
369,khanty-mansiysk,61.0042,69.0019,-0.94,40,0,7.15,RU,1712498648
370,saldanha,-33.0117,17.9442,20.03,74,100,10.87,ZA,1712498790
371,chiredzi,-21.05,31.6667,28.29,53,95,2.4,ZW,1712498592
372,kailua-kona,19.6406,-155.9956,22.98,91,75,4.12,US,1712498791
373,dilling,12.05,29.65,36.15,8,94,5.72,SD,1712498792
374,slave lake,55.2834,-114.769,-4.01,93,0,1.54,CA,1712498534
375,caleta de carquin,-11.0925,-77.6267,22.76,85,100,3.18,PE,1712498793
376,coquimbo,-29.9533,-71.3436,12.85,100,100,1.54,CL,1712498731
377,xai-xai,-25.0519,33.6442,23.66,78,100,7.31,MZ,1712498795
378,acapulco de juarez,16.8634,-99.8901,24.61,55,0,0.74,MX,1712498536
379,quellon,-43.1167,-73.6167,9.84,80,100,1.72,CL,1712498515
380,port saint john's,-31.6229,29.5448,19.71,88,100,6.86,ZA,1712498796
381,nuuk,64.1835,-51.7216,-1.66,80,40,4.12,GL,1712498797
382,douglas,41.3,-96.167,11.95,87,40,3.6,US,1712498523
383,codrington,-38.2667,141.9667,10.98,90,0,3.4,AU,1712498798
384,forio,40.7342,13.8646,22.51,79,0,5.36,IT,1712498799
385,saint-denis,48.9167,2.3333,19.57,66,100,4.12,FR,1712498629
386,siliana,36.085,9.3708,30.46,14,2,2.12,TN,1712498800
387,masaya sur,16.497,121.7456,23.39,85,12,2.27,PH,1712498801
388,coos bay,43.3665,-124.2179,6.63,100,75,3.6,US,1712498801
389,dettelbach,49.8,10.1833,25.28,53,100,1.45,DE,1712498802
390,novyy turtkul',41.55,61.0167,22.95,24,100,1.49,UZ,1712498802
391,happy valley-goose bay,53.3168,-60.3315,3.92,59,49,1.04,CA,1712498803
392,baise city,23.8997,106.6133,21.3,99,100,1.24,CN,1712498804
393,mingshui,36.7167,117.5,23.08,33,100,1.65,CN,1712498804
394,bamboo flat,11.7,92.7167,29.05,79,20,1.03,IN,1712498655
395,bereket,39.2446,55.5154,25.65,21,100,4.61,TM,1712498612
396,al burayqah,30.4062,19.5739,19.69,60,0,6.76,LY,1712498806
397,rawson,-43.3002,-65.1023,17.34,52,79,3.48,AR,1712498807
398,palmerston,-12.486,130.9833,27.99,84,0,1.54,AU,1712498807
399,yaren,-0.5472,166.916,27.79,83,100,5.04,NR,1712498808
400,vadso,70.0744,29.7487,-2.51,74,100,5.66,NO,1712498809
401,comstock northwest,42.3218,-85.5176,9.92,50,0,4.12,US,1712498809
402,usinsk,65.9939,57.5281,-1.07,89,100,7.6,RU,1712498810
403,srinagar,34.0833,74.8167,13.34,58,65,1.2,IN,1712498811
404,huilong,31.8111,121.655,9.53,91,100,4.16,CN,1712498812
405,nikolayevsk-on-amure,53.1406,140.73,-0.44,93,100,3.13,RU,1712498812
406,mogocha,53.7333,119.7667,-15.92,97,25,1.31,RU,1712498813
407,tarko-sale,64.9225,77.785,-5.95,78,100,11.36,RU,1712498813
408,walvis bay,-22.9575,14.5053,18.94,60,1,10.38,NA,1712498695
409,kavaratti,10.5669,72.642,29.45,72,92,3.46,IN,1712498815
410,svetlyy,54.675,20.1347,23.03,70,100,6.36,RU,1712498731
411,kegen,43.0197,79.2203,0.93,91,94,1.57,KZ,1712498816
412,kupino,54.3663,77.2981,-0.95,71,12,3.89,RU,1712498817
413,novodvinsk,64.4165,40.8122,-2.14,93,100,2.19,RU,1712498047
414,tougue,11.4667,-11.6,37.82,15,51,2.52,GN,1712498818
415,bam,29.106,58.357,29.0,13,91,8.39,IR,1712498819
416,hakkari,37.5833,44.1667,5.18,99,100,1.56,TR,1712498520
417,santo antonio da platina,-23.295,-50.0772,28.68,47,76,3.23,BR,1712498547
418,mount gambier,-37.8333,140.7667,10.03,96,4,1.9,AU,1712498586
419,la sarre,48.8002,-79.1996,1.16,90,100,1.26,CA,1712498553
420,itoman,26.1247,127.6694,21.21,100,75,2.57,JP,1712498822
421,fort st. john,56.2499,-120.8529,1.94,60,20,6.69,CA,1712498601
422,kabalo,-6.05,26.9167,22.41,96,100,1.42,CD,1712498714
423,kyzyl-suu,42.3414,78.0056,5.1,69,87,3.06,KG,1712498824
424,remire-montjoly,4.9167,-52.2667,31.02,62,100,5.14,GF,1712498825
425,xilin hot,43.9667,116.0333,5.44,47,100,5.36,CN,1712498826
426,lucapa,-8.4192,20.7447,20.79,95,100,1.92,AO,1712498826
427,mana,5.6592,-53.7767,29.62,63,92,4.67,GF,1712498827
428,alvesta,56.8993,14.5556,16.15,62,20,7.2,SE,1712498579
429,crane,31.3974,-102.3501,12.08,17,100,2.1,US,1712498829
430,kochkor-ata,41.0389,72.4833,17.07,32,85,0.89,UZ,1712498829
431,colonia,50.9333,6.95,24.41,50,0,3.6,DE,1712498830
432,mawlamyinegyunn,16.3833,95.2667,29.4,66,0,4.91,MM,1712498830
433,scarborough,54.2797,-0.4044,14.95,76,2,5.36,GB,1712498831
434,ambodifotatra,-16.9833,49.85,27.37,80,4,3.7,MG,1712498832
435,graaff-reinet,-32.2522,24.5308,18.3,76,99,6.35,ZA,1712498832
436,plastun,44.7561,136.2939,4.18,58,7,1.43,RU,1712498779
437,erdenet,49.0333,104.0833,4.69,61,16,2.03,MN,1712498834
438,luis correia,-2.8792,-41.6669,30.0,79,40,1.54,BR,1712498834
439,lucea,18.451,-78.1736,29.36,67,0,4.36,JM,1712498835
440,korgun,40.7348,33.5184,15.49,31,34,8.16,TR,1712498836
441,freetown,8.484,-13.2299,29.92,62,60,4.07,SL,1712498837
442,talcahuano,-36.7167,-73.1167,9.82,100,0,2.57,CL,1712498665
443,villamontes,-21.25,-63.5,20.97,96,100,1.36,BO,1712498738
444,najafabad,32.6344,51.3668,24.3,15,99,6.8,IR,1712498840
445,berdigestyakh,62.0989,126.6992,-18.19,100,93,1.34,RU,1712498841
446,phu kradueng,16.8843,101.8847,31.64,45,100,1.93,TH,1712498841
447,el negrito,15.3167,-87.7,28.69,70,100,0.88,HN,1712498843
448,sao paulo de olivenca,-3.3783,-68.8725,23.85,99,100,1.54,BR,1712498843
449,colchani,-20.3,-66.9333,15.01,43,100,2.9,BO,1712498844
450,egersund,58.4513,5.9997,9.45,91,93,8.01,NO,1712498845
451,nabire,-3.3667,135.4833,25.67,90,100,1.22,ID,1712498846
452,las veredas,23.1388,-109.7075,18.95,63,75,4.12,MX,1712498847
453,aginskoye,51.1,114.53,-3.57,22,0,2.15,RU,1712498847
454,ancud,-41.8697,-73.8203,11.61,97,100,1.2,CL,1712498848
455,nicoya,10.1483,-85.452,28.61,66,98,3.68,CR,1712498849
456,tahla,34.0485,-4.428,24.04,46,52,3.05,MA,1712498849
457,piton saint-leu,-21.2196,55.3151,27.04,78,0,5.14,RE,1712498850
458,koluszki,51.7387,19.8199,26.59,51,99,5.16,PL,1712498851
459,calgary,51.0501,-114.0853,3.74,85,75,3.58,CA,1712498497
460,ar ruways,24.1103,52.7306,27.91,36,93,6.1,AE,1712498852
461,port alfred,-33.5906,26.891,20.34,79,100,12.33,ZA,1712498738
462,tomakomai,42.6369,141.6033,8.98,100,100,5.66,JP,1712498854
463,tual,-5.6667,132.75,28.26,79,85,1.96,ID,1712498837
464,knyaze-volkonskoye,48.4642,135.4567,2.78,34,92,2.68,RU,1712498855
465,haimen,23.1935,116.6142,21.09,94,100,4.71,CN,1712498856
466,gurupi,-11.7292,-49.0686,26.57,83,87,1.07,BR,1712498856
467,altus,34.6381,-99.334,13.73,30,0,6.69,US,1712498857
468,puerto aysen,-45.4,-72.7,8.98,88,40,2.21,CL,1712498858
469,uribia,11.7139,-72.266,32.7,50,93,9.37,CO,1712498858
470,oloron-sainte-marie,43.1944,-0.6107,22.96,60,100,4.51,FR,1712498859
471,kargasok,59.0556,80.8572,-8.35,81,28,0.45,RU,1712498859
472,banda aceh,5.5577,95.3222,27.84,79,56,3.22,ID,1712498860
473,diekholzen,52.0962,9.9195,24.83,53,84,5.21,DE,1712498860
474,manta,-0.95,-80.7333,28.88,74,40,4.63,EC,1712498861
475,isnos,1.9356,-76.2406,21.73,55,97,1.21,CO,1712498862
476,puerto carreno,6.189,-67.4859,32.94,51,100,0.8,CO,1712498862
477,kodinsk,58.6881,99.1844,3.02,99,100,4.14,RU,1712498736
478,amarante,-6.2411,-42.8547,28.53,78,74,1.39,BR,1712498863
479,tsiombe,-25.3,45.4833,25.15,78,78,4.97,MG,1712498864
480,bikenibeu village,1.3673,173.1241,28.98,84,20,6.69,KI,1712498865
481,hadibu,12.65,54.0333,28.53,67,3,3.5,YE,1712498865
482,florence,43.7667,11.25,26.31,36,0,1.54,IT,1712498770
483,buala,-8.145,159.5921,26.59,86,100,2.49,SB,1712498867
484,ola,59.5833,151.2833,-6.03,86,98,5.63,RU,1712498868
485,shalqar,47.8333,59.6,17.37,37,100,6.45,KZ,1712498868
486,jalalabad,34.4265,70.4515,26.46,13,0,2.66,AF,1712498869
487,puerto quijarro,-17.7833,-57.7667,31.5,61,89,2.69,BO,1712498738
488,fale old settlement,-9.3852,-171.2468,29.2,74,6,1.89,TK,1712498870
489,katutura,-22.521,17.0557,25.89,16,0,3.13,NA,1712498871
490,toliara,-23.35,43.6667,28.15,73,96,9.68,MG,1712498756
491,pazarlar,38.995,29.1258,14.65,48,100,8.43,TR,1712498872
492,dombarovskiy,50.7587,59.5386,13.89,54,76,4.92,RU,1712498872
493,huancabamba,-5.2386,-79.4506,19.69,80,75,2.1,PE,1712498873
494,batu pahat,1.8548,102.9325,26.63,87,64,2.0,MY,1712498618
495,saint-philippe,-21.3585,55.7679,27.77,82,34,2.2,RE,1712498874
496,karachi,24.9056,67.0822,28.9,54,0,4.63,PK,1712498875
497,coyhaique,-45.5752,-72.0662,9.97,46,40,4.63,CL,1712498875
498,monywa,22.1167,95.1333,39.78,13,81,2.62,MM,1712498876
499,santana,-0.0583,-51.1817,32.1,62,40,4.63,BR,1712498805
500,panacan,9.2463,118.4082,26.8,74,100,2.7,PH,1712498877
501,nueva helvecia,-34.3,-57.2333,21.44,69,0,3.93,UY,1712498878
502,labrador city,52.9463,-66.9114,-0.67,68,66,1.8,CA,1712498878
503,taltal,-25.4,-70.4833,20.0,69,0,2.71,CL,1712498879
504,i-n-salah,27.1935,2.4607,40.35,5,15,3.36,DZ,1712498784
505,carnarvon,-24.8667,113.6333,24.25,74,0,9.79,AU,1712498880
506,rumonge,-3.9736,29.4386,22.76,91,97,0.67,BI,1712498881
507,fergus falls,46.283,-96.0776,4.2,85,100,8.23,US,1712498882
508,el obeid,13.1842,30.2167,36.59,7,100,6.54,SD,1712498882
509,pathein,16.7833,94.7333,26.81,85,0,3.99,MM,1712498883
510,hasaki,35.7333,140.8333,16.27,93,85,3.46,JP,1712498883
511,tarakan,3.3,117.6333,25.7,87,100,3.94,ID,1712498884
512,hobyo,5.3505,48.5268,29.91,67,17,4.67,SO,1712498778
513,chernyshevskiy,63.0128,112.4714,-4.35,95,100,4.51,RU,1712498885
514,santa ana,33.7456,-117.8678,11.07,75,0,1.54,US,1712498594
515,aripuana,-9.1667,-60.6333,25.91,87,100,1.75,BR,1712498744
516,tshabong,-26.05,22.45,28.78,36,5,8.92,BW,1712498888
517,novobelokatay,55.7062,58.9549,2.34,95,100,1.92,RU,1712498888
518,khandyga,62.6667,135.6,-7.6,98,100,1.18,RU,1712498889
519,sao joao da barra,-21.6403,-41.0511,29.05,70,0,0.63,BR,1712498813
520,apolinario saravia,-24.4328,-63.9954,20.24,97,100,4.59,AR,1712498891
521,lalitpur,27.6667,85.3333,23.21,27,75,2.57,NP,1712498891
522,lons-le-saunier,46.75,5.75,25.69,44,97,3.04,FR,1712498892
523,malmberget,67.1753,20.6549,-5.69,93,100,3.09,SE,1712498851
524,newnham,-41.3833,147.1333,11.48,93,40,2.57,AU,1712498893
525,chapaev,50.2,51.1667,11.19,70,46,2.18,KZ,1712498894
526,talara,-4.5772,-81.2719,27.42,61,0,8.75,PE,1712498895
527,al manshah,26.4769,31.8035,28.02,14,0,8.72,EG,1712498895
528,bangkalan,-7.0455,112.7351,27.97,82,96,1.52,ID,1712498838
529,mikkeli,61.6886,27.2723,2.06,93,100,4.12,FI,1712498896
530,morehead city,34.7229,-76.726,15.01,53,0,4.63,US,1712498862
531,mirny,62.5353,113.9611,-5.43,83,100,4.47,RU,1712498704
532,dawesville,30.9224,-84.0091,18.42,60,0,1.79,US,1712498898
533,willard,41.0531,-82.7263,9.74,53,0,3.24,US,1712498899
534,hersbruck,49.5125,11.4339,25.41,45,100,2.0,DE,1712498900
535,macapa,0.0389,-51.0664,31.99,62,40,4.63,BR,1712498868
536,ascension,30.2169,-90.9001,22.22,93,100,3.6,US,1712498901
537,khamis mushait,18.3064,42.7292,22.58,53,40,9.26,SA,1712498782
538,klaksvik,62.2266,-6.589,7.51,95,100,18.73,FO,1712498903
539,fuerte olimpo,-21.0415,-57.8738,35.28,39,46,3.13,PY,1712498903
540,dunedin,-45.8742,170.5036,10.45,96,82,1.34,NZ,1712498904
541,north ward,-19.2454,146.8075,25.95,94,100,0.0,AU,1712498905
542,cananea,30.95,-110.3,3.56,33,0,2.19,MX,1712498657
543,merizo village,13.2658,144.6691,27.31,89,38,7.71,GU,1712498906
544,rio brilhante,-21.8019,-54.5464,32.04,44,10,4.25,BR,1712498713
